;sum_click;code_module;code_presentation;gender;region;highest_education;age_band;studied_credits
12135;119;7;2;1;3;2;1;30
12145;203;6;2;2;6;3;1;60
12148;932;6;2;2;2;4;1;60
12157;104;7;4;1;10;3;2;30
12158;194;5;4;1;2;4;1;30
12159;713;6;2;2;1;4;1;120
12161;65;2;2;1;13;2;2;60
12162;149;7;2;1;3;3;2;30
12163;75;7;2;1;5;2;1;30
12165;364;2;2;1;13;3;2;120
12166;84;7;2;1;1;2;1;30
12172;1516;5;2;2;7;4;1;30
12173;1340;6;2;2;3;3;1;120
12174;155;7;2;1;3;2;2;30
12175;860;3;4;2;4;3;2;60
12176;860;4;2;2;4;3;2;60
12179;1143;6;2;2;13;2;2;60
12180;814;5;2;2;13;2;2;60
12183;712;3;3;2;8;2;1;60
12184;712;5;2;2;8;2;1;60
12189;349;5;2;2;2;3;1;30
12193;237;5;2;2;9;3;1;60
12195;1049;6;2;2;3;3;1;120
12196;395;6;2;2;13;2;1;120
12198;1040;5;4;1;8;4;1;60
12200;1772;5;2;2;2;4;2;120
12201;154;7;2;1;13;3;1;30
12202;141;7;2;1;4;2;1;30
12204;645;6;2;1;10;3;1;60
12206;948;4;2;2;5;2;1;90
12208;162;7;2;1;10;3;1;30
12209;592;2;4;1;3;2;2;180
12210;297;2;4;1;6;3;2;60
12212;425;2;2;1;2;4;2;60
12213;185;3;3;2;8;2;1;60
12215;1019;6;2;2;1;3;1;60
12217;369;4;2;2;6;4;1;60
12218;172;7;3;1;12;2;1;30
12219;198;2;3;1;4;3;2;120
12220;886;6;2;2;3;3;1;60
12221;110;2;2;1;5;2;1;60
12223;1135;4;4;1;8;3;1;60
12224;726;6;4;1;10;3;2;60
12225;182;4;4;2;1;3;1;90
12227;326;7;2;1;11;2;1;30
12228;183;7;2;1;5;2;2;30
12229;174;5;2;2;2;4;1;30
12230;338;4;2;2;4;3;1;120
12232;439;2;4;1;4;2;2;60
12234;722;6;2;2;12;3;1;150
12235;117;7;2;1;8;2;1;30
12238;72;7;2;2;4;2;1;30
12239;180;2;2;1;9;2;1;60
12240;367;6;4;2;8;2;1;60
12241;550;3;4;1;3;4;2;30
12242;402;4;2;2;1;2;1;120
12243;194;2;2;1;11;2;2;180
12244;670;2;2;1;6;2;2;120
12245;899;3;4;1;8;3;1;60
12246;899;5;4;1;8;3;1;60
12248;268;7;2;1;7;3;1;30
12249;921;6;2;2;2;4;2;60
12251;489;6;2;2;11;3;1;90
12252;1126;4;2;2;9;2;2;60
12257;200;2;2;1;3;3;1;120
12261;86;7;2;1;13;3;1;30
12262;433;4;3;1;10;2;1;60
12263;441;2;2;2;2;4;2;60
12264;164;6;2;1;8;2;1;120
12265;205;2;2;1;2;4;1;60
12266;1725;3;4;1;5;3;1;30
12267;1725;4;2;1;5;3;1;90
12268;672;2;2;1;8;3;1;60
12271;722;6;4;2;3;2;1;60
12272;974;4;2;2;8;3;1;120
12274;103;5;3;2;8;3;1;150
12278;678;5;2;2;2;3;1;60
12279;170;6;2;2;8;3;1;120
12280;268;2;2;1;3;3;2;60
12281;48;2;2;1;1;2;1;120
12282;589;3;4;2;6;3;1;90
12283;589;4;2;2;6;3;1;60
12284;740;6;2;1;2;4;1;60
12287;1094;6;2;2;9;2;1;90
12290;79;7;2;1;11;2;2;30
12291;473;4;4;2;2;3;1;60
12292;335;5;3;1;11;2;1;150
12294;613;6;2;2;1;4;1;60
12296;77;2;3;2;5;3;1;180
12298;203;2;4;1;1;4;1;120
12299;152;7;2;1;12;3;1;30
12301;530;6;2;2;5;3;1;60
12302;821;6;3;2;11;3;1;90
12303;264;2;2;1;5;2;1;60
12304;421;3;3;2;12;4;1;30
12305;596;3;3;2;12;3;1;60
12306;1176;6;2;2;3;2;1;60
12308;524;5;2;2;11;2;2;30
12309;876;6;2;2;6;2;1;120
12316;569;5;4;2;10;3;1;60
12317;114;2;2;1;10;3;1;120
12318;346;6;2;2;8;2;1;60
12321;168;7;2;1;13;2;1;30
12323;345;2;2;2;6;4;1;60
12324;622;6;2;2;5;3;1;60
12327;1085;4;2;1;4;3;2;60
12330;1845;3;3;2;3;4;2;60
12331;1845;5;2;2;3;4;2;60
12333;846;3;3;2;5;4;2;60
12335;998;5;2;2;13;4;2;60
12336;53;2;4;2;6;3;2;60
12339;67;7;2;1;1;3;1;30
12340;1592;3;4;2;3;3;1;60
12341;1592;6;2;2;3;3;1;60
12342;105;2;2;1;8;4;2;60
12343;221;5;4;1;1;3;2;120
12345;69;2;2;1;4;3;1;120
12347;920;3;3;2;3;3;1;120
12348;920;4;2;2;3;3;1;120
12350;65;7;3;1;3;2;2;30
12353;232;7;2;1;12;2;2;30
12354;874;6;4;1;5;3;1;60
12360;90;7;2;1;11;3;1;30
12361;1192;6;2;1;13;3;2;60
12365;430;3;3;2;6;3;1;60
12366;1071;6;2;2;10;4;1;60
12367;246;4;2;2;11;2;1;60
12368;175;2;4;1;3;2;2;60
12370;227;4;4;2;7;3;1;60
12371;275;2;2;1;6;4;1;120
12373;103;2;2;1;9;3;1;60
12374;317;2;2;1;9;2;2;75
12380;286;2;2;1;9;2;1;60
12381;233;6;2;2;13;3;1;60
12383;244;2;4;1;13;3;1;60
12384;161;5;2;2;2;4;1;60
12385;225;6;2;2;8;3;1;120
12386;106;2;2;1;12;2;1;60
12387;85;2;2;2;3;3;1;60
12390;247;5;2;2;1;2;2;60
12392;447;7;2;1;13;2;2;30
12393;135;7;2;2;1;3;1;30
12398;399;6;2;1;3;3;1;90
12399;157;5;2;2;11;3;2;60
12400;88;2;2;1;4;3;1;60
12403;350;4;3;2;11;3;1;60
12406;355;2;2;1;1;3;1;60
12407;799;4;2;1;1;3;2;60
12408;1273;3;4;2;1;2;1;30
12409;1273;4;3;2;1;2;1;60
12412;294;6;2;2;13;2;1;120
12413;47;2;2;1;9;3;2;60
12414;306;2;2;1;9;2;1;60
12415;1680;2;2;1;9;2;2;60
12416;112;2;2;1;9;2;2;75
12419;42;2;2;1;9;2;2;60
12420;202;2;2;1;9;2;1;60
12421;123;2;2;1;9;2;2;60
12423;704;2;2;1;9;2;2;75
12424;227;7;2;1;5;2;2;30
12425;283;2;2;1;1;3;1;60
12426;806;6;2;2;3;3;1;60
12428;276;7;3;2;13;2;1;30
12433;1444;6;4;1;1;2;1;60
12434;162;2;2;1;6;2;1;60
12436;149;7;2;1;10;3;1;30
12437;3130;3;3;2;1;4;2;90
12438;3130;6;2;2;1;4;2;90
12440;181;7;2;1;10;3;1;30
12443;186;7;2;1;13;2;2;30
12444;380;2;2;1;11;3;1;90
12445;464;2;2;1;9;3;1;60
12446;287;5;4;2;11;2;2;90
12447;716;2;2;1;4;2;1;90
12448;200;2;2;1;12;3;1;60
12451;1276;5;2;2;13;3;1;60
12453;1877;6;2;2;4;4;2;60
12454;111;7;2;1;10;2;1;30
12455;274;7;3;1;5;3;1;30
12457;228;3;3;2;3;3;1;60
12458;753;4;2;2;8;2;1;90
12459;336;4;4;1;12;2;2;60
12461;525;3;3;2;12;3;1;60
12462;474;4;2;1;13;3;1;90
12463;228;2;2;1;1;3;1;120
12464;565;4;4;1;1;3;2;60
12467;1495;3;3;2;6;4;1;90
12468;1495;6;2;2;6;4;1;90
12469;290;4;4;2;4;2;1;60
12471;177;4;2;2;3;3;1;90
12472;334;2;2;1;2;3;2;60
12473;962;2;3;1;1;3;1;60
12474;788;6;4;2;4;3;1;60
12475;420;4;4;1;2;3;1;60
12477;627;4;3;2;7;2;1;120
12481;150;5;2;2;6;3;2;60
12482;1254;6;2;2;1;3;1;60
12484;777;6;2;2;1;3;1;60
12485;1588;3;3;2;8;3;2;60
12486;1588;5;2;2;8;3;2;60
12487;444;4;4;2;5;2;1;60
12488;855;6;2;2;3;2;2;120
12490;163;7;3;1;1;2;1;30
12493;151;7;2;2;10;3;1;30
12496;84;7;2;2;1;2;1;30
12498;876;5;2;2;4;3;1;90
12499;577;4;2;1;7;1;1;120
12500;400;6;2;2;3;3;1;120
12503;759;6;4;2;10;2;2;60
12507;1063;6;2;1;1;3;1;90
12510;282;2;4;1;4;3;1;120
12513;1021;6;2;2;2;4;1;60
12515;820;6;2;2;5;3;1;120
12524;399;5;2;2;2;2;1;30
12529;54;2;3;1;12;4;1;60
12531;520;4;2;1;3;2;1;90
12532;344;5;2;1;11;3;1;60
12536;230;2;2;1;3;2;1;60
12537;343;2;2;1;1;3;2;60
12540;337;6;2;2;13;3;1;60
12541;624;6;2;2;4;2;1;60
12542;766;4;2;2;8;2;2;60
12544;139;5;2;2;10;3;1;60
12545;350;2;2;1;12;2;2;120
12546;1188;6;2;2;10;3;1;120
12547;944;6;2;2;8;3;1;60
12548;167;7;2;1;11;2;1;30
12549;1054;6;2;2;5;3;1;60
12550;1019;6;2;2;13;3;1;90
12552;958;6;2;1;3;2;1;120
12555;76;7;2;1;3;2;1;30
12557;878;5;4;2;8;2;2;60
12560;252;2;2;1;10;3;1;60
12561;437;5;3;2;2;4;1;60
12562;261;2;2;1;10;2;2;120
12564;137;7;3;1;3;2;1;30
12565;111;7;2;1;11;2;2;30
12567;299;2;2;1;13;3;1;120
12568;85;7;2;2;3;2;1;105
12570;433;2;2;2;8;3;1;60
12573;1105;6;2;2;12;3;1;60
12576;247;7;2;1;11;2;2;30
12580;708;6;2;2;5;3;1;150
12583;248;2;4;1;1;3;1;60
12585;301;6;2;2;1;3;1;60
12587;688;3;4;2;3;3;1;30
12588;688;6;3;2;3;3;1;60
12590;841;4;2;1;9;2;1;60
12591;414;2;2;1;10;3;1;120
12593;162;7;2;1;3;2;2;30
12594;602;4;4;2;3;4;2;60
12596;1004;4;2;1;6;3;2;60
12597;139;5;2;2;2;4;1;30
12603;126;4;2;1;2;3;1;90
12606;115;7;3;1;8;3;1;30
12607;286;2;2;1;2;2;2;60
12608;1239;3;4;2;10;3;1;60
12609;1239;6;2;2;10;3;1;60
12611;134;2;4;1;6;3;1;60
12612;158;2;2;1;13;4;1;60
12614;606;3;3;2;11;3;1;120
12615;606;6;2;2;11;3;1;120
12616;1360;3;3;2;2;4;1;90
12617;1360;5;2;2;2;4;1;90
12618;288;7;2;1;1;2;2;30
12620;1454;3;3;2;2;3;2;60
12621;1454;5;2;2;2;3;2;60
12622;569;4;3;2;8;3;2;60
12623;594;4;4;2;6;3;1;60
12624;973;6;2;1;13;3;1;150
12629;518;5;2;2;11;3;2;90
12631;140;7;2;1;10;3;1;30
12633;107;2;2;1;4;3;1;60
12635;424;7;2;1;13;1;1;30
12636;689;4;4;2;2;4;1;180
12637;747;4;2;2;3;3;1;120
12638;692;6;2;2;5;3;1;120
12639;358;7;2;1;13;2;2;30
12641;90;7;3;1;12;2;1;30
12642;276;2;2;1;2;4;2;60
12643;660;6;2;1;7;4;1;120
12646;416;2;4;1;4;2;1;60
12647;416;7;2;1;4;2;1;30
12649;892;6;2;2;13;2;1;120
12650;585;6;2;2;5;3;1;120
12652;534;6;2;2;7;2;1;60
12653;126;2;4;1;4;3;2;60
12655;549;7;2;1;12;2;1;30
12656;135;2;2;1;6;4;1;90
12657;158;7;2;1;3;3;1;30
12658;319;7;2;1;1;3;2;30
12662;313;5;2;2;4;2;1;60
12663;2056;3;4;2;1;3;1;60
12664;2056;4;2;2;1;3;1;60
12665;98;7;2;1;5;2;1;60
12673;947;5;2;2;7;4;1;30
12678;122;6;2;2;13;3;1;120
12680;641;6;2;2;5;2;1;60
12681;296;3;3;2;12;3;1;90
12682;296;4;2;2;12;3;1;90
12686;125;2;2;1;6;3;1;60
12688;352;4;2;2;11;3;1;120
12689;312;7;2;1;12;3;2;30
12690;595;4;2;2;2;3;1;60
12693;546;6;4;2;13;2;1;120
12695;808;6;2;2;1;2;1;60
12698;1633;6;2;2;5;2;1;60
12699;837;6;2;2;3;4;1;120
12702;630;5;2;1;7;3;1;60
12705;262;3;3;2;12;3;1;60
12706;331;2;2;1;5;2;2;120
12707;1146;6;2;2;5;2;1;60
12708;622;6;2;2;7;3;1;120
12709;580;3;3;2;6;4;1;120
12710;580;6;2;2;6;4;1;120
12711;175;2;2;1;2;2;1;60
12712;1028;6;2;2;1;2;2;60
12713;132;2;2;1;5;3;1;60
12714;301;4;4;2;12;3;1;60
12717;166;2;4;1;1;3;2;60
12720;235;7;2;1;13;2;1;30
12721;194;2;2;1;10;3;2;60
12722;580;7;2;1;1;2;2;30
12725;824;5;2;2;11;4;2;30
12727;873;6;4;2;8;3;1;60
12729;179;7;2;1;8;2;2;30
12731;580;3;3;2;10;3;1;120
12732;580;4;2;2;10;3;1;120
12734;500;4;2;1;13;3;1;90
12737;358;5;3;2;12;2;1;60
12740;413;2;2;1;6;3;2;120
12741;727;6;2;2;8;2;1;120
12749;149;7;2;2;1;2;1;30
12751;117;7;2;2;11;2;2;30
12752;226;7;2;2;8;2;1;30
12753;145;7;2;2;3;3;1;30
12754;240;4;2;2;1;3;1;60
12757;97;2;2;1;6;2;1;60
12758;152;2;2;2;6;2;2;60
12760;798;2;2;1;6;4;2;60
12764;106;7;2;1;3;2;1;30
12765;125;2;2;1;1;3;1;90
12767;951;6;2;2;3;2;1;60
12769;219;2;3;2;7;4;1;70
12772;161;7;2;1;12;2;2;30
12774;122;7;2;1;13;2;1;30
12776;167;2;2;1;6;3;2;60
12778;667;6;4;2;1;2;1;60
12781;532;4;2;1;2;4;1;60
12783;131;1;4;1;2;4;1;120
12786;73;7;2;1;1;2;2;30
12787;225;2;2;1;1;2;2;60
12792;1143;4;4;1;2;4;2;60
12794;535;3;4;2;11;3;1;60
12795;176;5;3;2;2;3;1;60
12796;128;7;2;2;13;3;2;60
12797;259;4;4;2;1;4;1;60
12799;725;5;2;2;7;2;2;90
12800;695;6;2;2;3;2;1;60
12802;319;2;2;1;6;4;2;60
12803;166;7;2;1;3;3;1;30
12805;46;2;2;1;12;3;1;60
12808;168;2;2;1;5;3;2;60
12812;541;4;3;2;10;3;1;120
12814;325;4;2;2;8;3;1;60
12815;773;2;2;1;1;3;2;60
12817;637;4;3;1;13;3;2;60
12819;738;6;3;1;5;3;1;60
12820;628;6;2;2;13;2;2;120
12822;919;2;4;1;12;2;1;60
12824;199;5;2;2;3;4;1;60
12825;169;7;2;1;4;2;1;30
12826;323;2;3;1;12;3;1;180
12827;214;2;2;1;5;4;1;60
12829;223;4;2;2;2;3;1;60
12831;623;6;2;2;2;3;1;60
12840;108;7;2;1;8;2;1;30
12842;313;6;2;2;13;2;1;120
12846;437;6;2;2;7;4;1;120
12848;195;7;2;2;10;3;2;30
12849;239;7;2;1;13;2;2;30
12850;230;3;4;1;1;3;1;60
12851;205;2;4;1;6;3;1;60
12852;1371;3;3;2;12;3;1;90
12853;1371;4;2;2;12;3;1;90
12855;499;7;3;1;10;3;2;30
12857;589;6;2;2;4;2;1;60
12858;794;6;4;2;11;2;1;60
12859;906;4;4;1;2;2;1;60
12861;217;5;2;2;6;3;1;30
12862;307;7;2;1;4;2;1;30
12864;308;5;2;1;4;2;2;60
12866;156;7;2;1;13;2;1;30
12867;813;6;2;2;8;2;2;60
12869;1015;3;4;2;1;3;1;60
12870;1015;4;2;2;1;3;1;60
12871;840;3;4;2;10;3;1;90
12872;840;4;2;2;10;3;1;90
12873;48;2;2;1;1;3;2;120
12879;565;6;2;2;3;4;2;60
12881;83;2;2;1;6;4;1;60
12882;196;3;3;1;12;2;1;120
12885;394;6;2;2;5;3;1;60
12886;109;7;2;1;4;3;1;30
12889;177;2;2;1;3;3;1;60
12891;606;6;2;2;2;3;1;60
12892;754;6;2;2;11;3;1;120
12897;183;7;2;1;5;3;2;30
12898;319;2;2;2;11;2;1;60
12899;738;3;4;1;1;3;2;90
12900;279;7;2;1;1;2;1;30
12902;92;7;2;1;10;2;1;30
12904;172;2;2;1;5;3;1;60
12905;535;7;2;1;12;3;1;30
12913;1101;6;2;1;7;3;1;60
12914;827;6;2;2;2;4;1;60
12915;215;5;2;2;11;3;1;60
12917;890;6;3;2;12;2;1;60
12920;586;6;2;2;5;3;1;120
12921;152;4;2;2;1;3;1;60
12923;250;7;2;1;11;3;1;30
12925;131;2;2;1;6;3;1;60
12926;762;6;2;2;8;2;1;120
12927;199;7;2;1;3;2;1;60
12928;246;2;2;1;10;2;1;120
12929;347;2;3;1;3;2;1;120
12931;250;5;2;2;10;2;1;60
12933;189;7;2;1;13;3;2;90
12934;102;5;2;1;1;3;1;60
12937;114;7;2;1;11;3;2;30
12939;389;5;2;2;4;2;1;60
12940;3302;3;4;2;3;3;2;60
12941;3302;4;2;2;3;3;2;60
12942;227;5;2;1;8;3;1;120
12946;476;3;3;2;3;3;1;90
12947;476;4;2;2;3;3;1;90
12949;607;4;2;2;2;4;1;60
12950;679;3;4;1;5;3;1;120
12951;679;4;2;1;5;3;1;60
12952;569;3;4;1;3;3;2;60
12955;195;5;2;2;13;4;1;60
12956;969;6;2;2;9;2;1;60
12958;99;7;2;1;7;2;1;30
12959;469;4;4;2;13;2;2;60
12964;368;4;2;2;11;2;2;120
12965;730;4;2;2;8;2;1;120
12966;227;5;2;2;13;3;2;60
12968;226;7;2;2;8;3;1;30
12969;407;4;2;2;1;3;1;60
12970;572;4;4;2;4;3;2;60
12972;69;7;2;1;5;2;1;30
12973;680;6;2;2;4;2;1;60
12974;1053;6;3;1;1;3;2;90
12975;473;7;2;1;5;2;1;30
12977;773;6;2;2;3;2;2;60
12980;453;5;4;2;12;4;3;30
12981;372;6;2;2;2;3;1;60
12982;586;6;4;2;10;2;1;60
12983;180;2;2;1;5;2;1;60
12987;780;3;4;2;6;3;1;60
12988;780;4;2;2;6;3;1;60
12990;499;4;2;1;5;2;1;130
12992;598;4;4;2;13;2;1;60
12993;1880;6;2;2;13;3;2;60
12994;362;2;2;1;12;4;2;120
12995;426;6;2;2;11;3;1;60
12996;463;6;2;2;12;3;1;60
12999;753;6;2;2;7;2;1;60
13003;426;4;2;2;1;4;3;90
13004;359;2;2;1;2;3;1;60
13006;402;2;3;1;11;3;2;150
13007;480;2;2;1;8;2;1;120
13008;428;2;2;1;13;3;1;120
13009;544;6;2;2;2;3;1;60
13010;243;5;3;1;13;2;1;60
13016;984;4;2;1;3;3;1;60
13017;133;7;2;1;10;1;1;30
13019;439;5;2;2;10;4;2;30
13020;279;4;2;2;4;3;1;60
13021;106;7;2;1;1;3;1;30
13022;299;2;2;1;3;3;1;60
13024;172;7;3;2;3;3;2;30
13026;375;5;2;2;12;4;1;60
13028;42;2;4;1;11;2;1;60
13029;499;4;2;2;4;4;1;60
13030;1063;4;2;2;2;3;2;60
13033;590;5;2;2;2;3;1;90
13034;276;6;2;2;6;2;1;60
13036;2473;3;4;2;13;4;1;60
13037;2473;4;3;2;13;4;1;60
13038;412;4;4;2;11;3;1;60
13039;212;7;2;1;10;2;1;30
13040;568;3;3;2;9;4;1;120
13041;568;6;3;2;9;4;1;120
13044;221;7;2;1;1;3;2;30
13045;933;4;4;2;2;4;2;120
13046;74;7;2;1;5;3;1;30
13047;173;7;2;2;3;2;2;30
13048;238;4;3;1;2;4;1;60
13049;154;2;4;1;6;2;1;60
13051;1734;6;2;1;3;1;1;60
13052;627;6;2;2;8;3;1;60
13054;491;2;2;1;9;3;2;60
13056;190;2;2;1;11;3;1;60
13057;974;4;2;1;3;3;1;120
13059;80;2;2;1;9;2;1;120
13060;46;2;2;1;6;3;1;60
13062;712;6;2;1;13;3;1;60
13064;515;6;2;2;10;2;2;120
13065;454;6;2;2;13;4;1;60
13066;1468;3;4;2;13;3;1;60
13067;1468;6;2;2;13;3;1;60
13071;937;3;3;2;8;4;2;60
13072;937;5;2;2;8;4;2;60
13074;97;7;2;1;11;2;2;30
13075;161;2;2;1;1;2;1;120
13078;1019;6;2;2;9;4;2;60
13083;142;7;2;2;1;2;1;30
13084;212;7;2;1;10;4;1;30
13087;210;2;2;1;10;3;2;120
13094;479;3;4;2;10;3;1;60
13095;479;4;2;2;10;3;1;60
13097;1086;4;2;2;3;3;1;120
13100;1212;6;4;2;3;2;2;90
13101;619;6;2;2;1;2;1;90
13104;644;6;2;1;13;2;1;120
13105;1011;6;4;2;12;3;1;60
13108;980;6;3;2;10;3;1;60
13109;123;2;4;1;13;3;1;60
13110;44;2;3;1;2;3;1;120
13111;398;2;2;1;4;2;1;60
13112;83;2;3;1;11;3;1;120
13114;517;4;2;1;3;4;1;60
13116;520;3;3;1;2;3;1;60
13117;520;5;2;1;2;3;1;60
13118;840;4;2;2;13;4;2;60
13119;825;3;4;2;8;2;2;30
13120;825;4;2;2;8;2;2;60
13123;176;7;2;1;4;3;1;30
13124;230;2;3;1;5;3;1;120
13126;1922;6;2;2;8;2;1;120
13127;385;2;2;1;12;3;1;60
13128;990;3;4;1;1;3;1;60
13129;990;6;3;1;1;3;1;60
13132;716;4;3;2;13;3;1;60
13133;149;3;4;2;13;3;1;30
13137;161;2;2;1;6;3;1;90
13138;1301;6;2;1;8;3;1;120
13140;94;7;2;1;1;2;1;30
13145;1230;6;2;2;2;3;1;60
13147;189;2;4;1;6;2;1;60
13148;253;7;2;2;1;3;2;30
13150;1857;3;3;1;13;2;1;90
13151;1857;4;2;1;13;2;1;90
13152;152;2;2;1;8;2;1;60
13153;242;2;2;1;1;3;1;120
13156;678;2;2;1;11;3;1;60
13157;141;2;2;1;10;3;1;120
13158;354;2;3;2;9;3;1;60
13159;118;7;2;2;8;3;1;30
13166;856;3;4;2;3;4;2;30
13167;856;5;2;2;3;4;2;30
13168;798;6;2;2;4;3;1;120
13169;517;2;2;1;7;4;2;120
13170;489;5;2;2;1;3;1;60
13171;820;3;4;2;2;3;2;60
13172;820;6;2;2;2;3;2;60
13174;829;4;2;2;3;3;1;60
13177;302;7;2;1;1;2;1;30
13178;33;2;2;1;13;3;1;60
13179;753;2;2;1;4;2;2;60
13180;287;6;3;1;3;2;1;90
13181;762;4;2;1;7;2;2;120
13182;153;5;3;2;5;4;1;30
13183;615;4;2;2;11;4;1;60
13184;154;7;2;1;5;1;1;30
13185;966;4;4;1;5;3;1;60
13187;245;6;2;2;9;3;1;90
13189;1173;6;2;2;2;4;1;120
13191;1998;3;4;2;4;3;1;60
13192;1998;4;2;2;4;3;1;60
13194;102;2;3;1;3;4;2;60
13196;79;7;3;1;11;3;1;30
13197;983;4;2;2;4;2;1;90
13200;1047;3;4;2;2;3;1;120
13201;1047;4;2;2;2;3;1;60
13202;1176;3;4;2;6;4;1;60
13203;1176;5;2;2;6;4;1;30
13204;287;4;2;2;8;2;1;120
13205;1423;6;2;2;5;2;1;60
13207;437;2;3;1;6;2;2;60
13209;873;2;2;1;10;4;2;60
13210;629;6;2;2;8;3;2;60
13217;516;7;3;1;1;3;2;30
13218;202;7;2;1;12;2;1;90
13219;95;7;4;1;12;2;2;30
13221;1230;6;2;2;3;3;1;60
13222;501;2;2;1;11;3;1;60
13225;230;7;2;1;13;3;2;30
13226;248;4;2;2;10;2;1;60
13227;939;6;2;2;8;4;2;120
13230;666;5;3;2;2;3;1;90
13231;222;2;4;1;1;3;1;120
13232;828;6;2;2;1;3;2;60
13233;152;7;2;1;1;2;1;30
13235;929;6;3;2;8;2;1;120
13236;125;2;2;1;7;3;1;60
13238;209;7;2;2;1;3;2;30
13240;640;4;2;2;3;4;1;150
13246;731;6;2;1;2;4;1;90
13248;310;5;2;2;7;4;1;60
13250;958;6;2;2;3;2;1;60
13251;313;5;2;1;7;3;2;60
13252;118;5;2;2;7;3;2;60
13254;393;2;3;1;10;3;2;60
13256;47;7;2;2;10;3;1;30
13261;503;5;3;1;8;4;2;60
13262;781;6;2;2;1;4;1;60
13265;2253;4;2;1;8;3;2;60
13266;509;4;2;2;6;4;2;60
13267;586;6;2;2;7;2;1;60
13272;497;7;3;1;5;3;1;30
13281;764;6;2;2;7;4;1;60
13282;972;6;2;1;2;4;1;90
13285;468;6;2;2;2;4;1;90
13286;1272;4;2;1;3;3;1;120
13287;772;4;2;1;2;4;1;60
13288;180;2;2;1;12;2;2;60
13289;1107;3;4;2;13;3;2;60
13290;1107;6;3;2;13;3;2;60
13293;179;2;2;1;4;3;1;60
13294;374;5;2;2;6;2;1;60
13296;525;6;2;2;9;3;1;90
13297;112;2;2;1;2;4;2;60
13298;538;2;2;2;2;3;2;60
13299;341;4;3;1;2;4;1;60
13300;1208;2;2;1;2;3;2;60
13306;180;7;2;1;8;3;1;30
13307;705;6;2;2;1;4;1;120
13308;299;2;2;1;12;3;1;60
13312;352;4;2;1;8;3;1;120
13313;1086;3;3;2;2;2;2;90
13314;1086;6;2;2;2;2;2;90
13318;495;2;2;1;11;4;1;60
13320;214;5;2;2;5;2;1;60
13322;376;2;2;1;1;2;2;120
13326;248;4;2;2;5;3;1;120
13328;2022;3;3;1;4;4;1;150
13329;2022;5;2;1;4;4;1;150
13331;190;7;2;1;11;2;1;30
13336;1382;4;4;2;8;2;2;60
13337;140;7;3;1;5;2;1;90
13339;1369;3;4;2;1;3;1;60
13340;1369;4;2;2;1;3;1;60
13341;795;3;3;2;9;3;1;60
13342;177;7;2;1;5;2;1;30
13345;137;7;2;1;3;2;2;90
13346;768;2;2;1;13;3;1;120
13349;240;5;2;2;6;3;1;60
13351;1089;6;2;2;3;4;1;90
13354;386;5;2;2;4;3;1;60
13355;216;5;2;2;9;3;1;60
13356;124;7;2;2;8;2;2;30
13359;651;6;2;2;3;3;1;120
13360;781;4;2;1;12;2;2;60
13361;382;6;2;2;2;4;1;60
13367;99;7;2;1;12;2;1;30
13368;682;2;2;1;1;2;1;120
13369;596;6;3;2;4;2;2;60
13370;227;7;2;1;11;3;1;30
13374;688;3;3;2;12;3;1;60
13375;688;5;2;2;12;3;1;60
13377;519;5;2;2;10;3;1;60
13378;158;4;2;2;5;2;1;60
13380;240;2;2;1;10;4;1;120
13381;333;2;4;1;7;3;1;60
13382;1342;6;3;2;1;2;2;60
13384;149;2;4;1;1;3;1;60
13387;389;2;4;1;10;3;1;60
13393;53;2;4;1;5;3;1;60
13395;106;7;2;2;5;2;2;30
13397;597;4;2;2;4;2;1;60
13398;149;2;2;1;4;3;2;60
13401;208;5;2;2;3;3;1;60
13402;128;7;2;1;13;2;1;30
13406;641;6;2;2;9;3;1;90
13408;788;5;2;2;3;3;2;60
13410;501;6;2;2;2;2;1;60
13412;88;7;2;1;13;3;2;60
13414;308;2;4;1;8;2;2;60
13415;308;7;2;1;8;2;2;30
13419;744;3;3;2;8;2;1;180
13420;661;4;2;1;8;3;1;120
13421;234;7;2;2;5;3;1;30
13423;206;2;4;1;12;2;1;60
13425;497;4;3;1;2;3;1;60
13426;718;4;2;2;8;2;1;120
13427;1211;6;2;2;4;2;2;60
13428;376;4;4;2;11;2;2;60
13429;634;6;2;2;8;4;1;90
13430;1061;2;2;1;10;3;2;60
13431;485;4;2;2;8;4;1;60
13432;1905;6;3;2;13;3;1;60
13433;64;7;3;1;3;3;2;30
13434;297;2;2;1;10;3;1;60
13438;1441;5;4;2;2;3;1;60
13439;541;4;3;2;8;3;2;60
13441;185;2;2;2;4;2;2;60
13443;1991;3;4;1;9;2;1;60
13444;1991;4;2;1;9;2;1;60
13448;838;5;3;2;10;2;2;180
13450;1107;4;2;1;7;2;1;60
13453;385;2;2;1;11;3;1;60
13456;1181;6;2;1;2;3;1;60
13458;125;5;2;2;8;2;1;60
13460;260;7;2;2;13;2;2;30
13464;150;7;2;1;3;2;1;90
13467;718;5;2;2;2;4;1;90
13468;131;6;2;2;8;2;1;60
13469;968;3;3;2;2;3;1;60
13470;968;5;2;2;2;3;1;60
13473;188;2;2;1;10;3;1;60
13477;478;3;3;2;3;3;1;60
13478;478;5;3;2;3;3;1;60
13479;463;6;2;2;2;4;1;90
13481;278;2;3;2;6;4;1;60
13483;657;6;2;2;9;4;1;90
13484;564;6;2;2;1;2;1;120
13487;686;5;3;2;7;3;1;30
